季,比賽日期,效力球隊,對手,攻擊,攻擊%,攔網,攔網%,發球,發球%,接發球,接發球%,防守,防守%,舉球,舉球%,得分,player_id,球員姓名,球員背號,球隊,賽事類型,攻擊_成功,攻擊_總數,攔網_成功,攔網_總數,發球_成功,發球_總數,接發球_成功,接發球_總數,防守_成功,防守_總數,舉球_成功,舉球_總數
企19,2024-01-07 13:00:00,臺北鯨華,義力營造,2 - 16,12.5,0 - 0,0.0,0 - 3,0.0,0 - 6,0.0,3 - 9,33.33,0 - 0,0.0,2,59,林良黛,1,臺北鯨華,例行賽,2,16,0,0,0,3,0,6,3,9,0,0
企19,2024-01-07 13:00:00,凱撒飯店,臺北鯨華,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,146,江辰翊,1,義力營造,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企19,2024-01-14 13:00:00,凱撒飯店,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 4,0.0,0,146,江辰翊,1,義力營造,例行賽,0,0,0,0,0,0,0,0,0,0,0,4
企19,2024-01-20 18:00:00,凱撒飯店,極速超跑,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,146,江辰翊,1,義力營造,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企19,2024-01-21 17:00:00,凱撒飯店,極速超跑,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,146,江辰翊,1,義力營造,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企19,2024-01-27 18:00:00,凱撒飯店,新北中纖,1 - 2,50.0,0 - 0,0.0,0 - 8,0.0,0 - 0,0.0,3 - 6,50.0,9 - 62,14.52,1,146,江辰翊,1,義力營造,例行賽,1,2,0,0,0,8,0,0,3,6,9,62
企19,2024-01-28 17:00:00,臺北鯨華,新北中纖,3 - 12,25.0,0 - 0,0.0,0 - 8,0.0,7 - 23,30.43,4 - 9,44.44,0 - 0,0.0,3,59,林良黛,1,臺北鯨華,例行賽,3,12,0,0,0,8,7,23,4,9,0,0
企19,2024-02-03 12:00:00,高雄台電女排,極速超跑,6 - 20,30.0,3 - 13,23.08,0 - 10,0.0,0 - 7,0.0,0 - 7,0.0,0 - 0,0.0,9,108,胡曉佩,1,高雄台電,例行賽,6,20,3,13,0,10,0,7,0,7,0,0
企19,2024-02-03 14:00:00,臺北鯨華,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 3,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,59,林良黛,1,臺北鯨華,例行賽,0,0,0,0,0,3,0,0,0,0,0,0
企19,2024-02-04 13:00:00,高雄台電女排,新北中纖,6 - 12,50.0,0 - 5,0.0,0 - 7,0.0,0 - 0,0.0,0 - 6,0.0,0 - 0,0.0,6,108,胡曉佩,1,高雄台電,例行賽,6,12,0,5,0,7,0,0,0,6,0,0
企19,2024-02-04 15:00:00,臺北鯨華,極速超跑,1 - 5,20.0,0 - 0,0.0,0 - 2,0.0,1 - 12,8.33,0 - 3,0.0,0 - 0,0.0,1,59,林良黛,1,臺北鯨華,例行賽,1,5,0,0,0,2,1,12,0,3,0,0
企19,2024-02-17 16:00:00,臺北鯨華,高雄台電,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,59,林良黛,1,臺北鯨華,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企19,2024-02-17 16:00:00,高雄台電女排,臺北鯨華,4 - 10,40.0,2 - 11,18.18,0 - 7,0.0,1 - 1,100.0,2 - 5,40.0,0 - 0,0.0,6,108,胡曉佩,1,高雄台電,例行賽,4,10,2,11,0,7,1,1,2,5,0,0
企19,2024-02-17 18:00:00,凱撒飯店,極速超跑,1 - 1,100.0,0 - 0,0.0,1 - 6,16.67,0 - 0,0.0,2 - 6,33.33,14 - 51,27.45,2,146,江辰翊,1,義力營造,例行賽,1,1,0,0,1,6,0,0,2,6,14,51
企19,2024-02-18 15:00:00,臺北鯨華,義力營造,5 - 16,31.25,0 - 5,0.0,0 - 7,0.0,7 - 12,58.33,1 - 2,50.0,0 - 0,0.0,5,59,林良黛,1,臺北鯨華,例行賽,5,16,0,5,0,7,7,12,1,2,0,0
企19,2024-02-18 15:00:00,凱撒飯店,臺北鯨華,0 - 1,0.0,0 - 0,0.0,0 - 5,0.0,0 - 0,0.0,1 - 3,33.33,12 - 63,19.05,0,146,江辰翊,1,義力營造,例行賽,0,1,0,0,0,5,0,0,1,3,12,63
企19,2024-02-18 17:00:00,高雄台電女排,極速超跑,1 - 4,25.0,0 - 10,0.0,0 - 3,0.0,0 - 0,0.0,2 - 3,66.67,0 - 0,0.0,1,108,胡曉佩,1,高雄台電,例行賽,1,4,0,10,0,3,0,0,2,3,0,0
企19,2024-02-24 12:00:00,高雄台電女排,義力營造,10 - 20,50.0,4 - 13,30.77,0 - 10,0.0,0 - 1,0.0,4 - 9,44.44,0 - 0,0.0,14,108,胡曉佩,1,高雄台電,例行賽,10,20,4,13,0,10,0,1,4,9,0,0
企19,2024-02-24 12:00:00,凱撒飯店,高雄台電,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,146,江辰翊,1,義力營造,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企19,2024-03-02 14:00:00,高雄台電女排,極速超跑,0 - 10,0.0,0 - 8,0.0,2 - 14,14.29,0 - 0,0.0,7 - 12,58.33,0 - 1,0.0,2,108,胡曉佩,1,高雄台電,例行賽,0,10,0,8,2,14,0,0,7,12,0,1
企19,2024-03-03 13:00:00,臺北鯨華,高雄台電,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,59,林良黛,1,臺北鯨華,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企19,2024-03-03 13:00:00,高雄台電女排,臺北鯨華,14 - 20,70.0,1 - 15,6.67,0 - 18,0.0,1 - 2,50.0,2 - 5,40.0,0 - 0,0.0,15,108,胡曉佩,1,高雄台電,例行賽,14,20,1,15,0,18,1,2,2,5,0,0
企19,2024-03-09 16:00:00,臺北鯨華,義力營造,5 - 14,35.71,0 - 3,0.0,0 - 4,0.0,5 - 14,35.71,2 - 5,40.0,0 - 0,0.0,5,59,林良黛,1,臺北鯨華,例行賽,5,14,0,3,0,4,5,14,2,5,0,0
企19,2024-03-09 16:00:00,凱撒飯店,臺北鯨華,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,146,江辰翊,1,義力營造,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企19,2024-03-10 14:00:00,凱撒飯店,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 3,0.0,0 - 0,0.0,0 - 2,0.0,14 - 31,45.16,0,146,江辰翊,1,義力營造,例行賽,0,0,0,0,0,3,0,0,0,2,14,31
企19,2024-03-10 16:00:00,臺北鯨華,極速超跑,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,59,林良黛,1,臺北鯨華,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企19,2024-03-16 16:00:00,高雄台電女排,新北中纖,5 - 13,38.46,0 - 9,0.0,1 - 14,7.14,0 - 0,0.0,1 - 6,16.67,0 - 0,0.0,6,108,胡曉佩,1,高雄台電,例行賽,5,13,0,9,1,14,0,0,1,6,0,0
企19,2024-03-17 13:00:00,臺北鯨華,義力營造,1 - 1,100.0,0 - 0,0.0,0 - 2,0.0,1 - 1,100.0,1 - 2,50.0,0 - 0,0.0,1,59,林良黛,1,臺北鯨華,例行賽,1,1,0,0,0,2,1,1,1,2,0,0
企19,2024-03-17 13:00:00,凱撒飯店,臺北鯨華,0 - 0,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,1 - 4,25.0,2 - 30,6.67,0,146,江辰翊,1,義力營造,例行賽,0,0,0,0,0,1,0,0,1,4,2,30
企19,2024-03-24 15:00:00,臺北鯨華,新北中纖,0 - 5,0.0,0 - 3,0.0,1 - 3,33.33,7 - 7,100.0,2 - 3,66.67,0 - 0,0.0,1,59,林良黛,1,臺北鯨華,例行賽,0,5,0,3,1,3,7,7,2,3,0,0
企19,2024-03-25 16:00:00,臺北鯨華,極速超跑,5 - 16,31.25,0 - 2,0.0,1 - 13,7.69,12 - 23,52.17,7 - 13,53.85,0 - 0,0.0,6,59,林良黛,1,臺北鯨華,例行賽,5,16,0,2,1,13,12,23,7,13,0,0
企19,2024-03-30 16:00:00,臺北鯨華,極速超跑,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,2 - 2,100.0,1 - 1,100.0,0 - 0,0.0,0,59,林良黛,1,臺北鯨華,例行賽,0,0,0,0,0,0,2,2,1,1,0,0
企19,2024-03-31 15:00:00,臺北鯨華,極速超跑,2 - 5,40.0,0 - 0,0.0,0 - 1,0.0,2 - 3,66.67,0 - 0,0.0,0 - 0,0.0,2,59,林良黛,1,臺北鯨華,例行賽,2,5,0,0,0,1,2,3,0,0,0,0
企19,2024-04-01 16:00:00,臺北鯨華,極速超跑,2 - 11,18.18,0 - 1,0.0,0 - 5,0.0,5 - 12,41.67,2 - 4,50.0,0 - 0,0.0,2,59,林良黛,1,臺北鯨華,例行賽,2,11,0,1,0,5,5,12,2,4,0,0
企20,2024-10-19 13:00:00,臺北鯨華,高雄台電,10 - 27,37.04,0 - 5,0.0,0 - 22,0.0,17 - 32,53.13,6 - 12,50.0,0 - 0,0.0,10,59,林良黛,1,臺北鯨華,例行賽,10,27,0,5,0,22,17,32,6,12,0,0
企20,2024-10-19 13:00:00,高雄台電女排,臺北鯨華,9 - 30,30.0,0 - 10,0.0,0 - 10,0.0,0 - 1,0.0,1 - 5,20.0,0 - 0,0.0,9,108,胡曉佩,1,高雄台電,例行賽,9,30,0,10,0,10,0,1,1,5,0,0
企20,2024-10-20 13:00:00,義力營造,新北中纖,0 - 1,0.0,0 - 0,0.0,0 - 4,0.0,0 - 0,0.0,0 - 11,0.0,16 - 44,36.36,0,146,江辰翊,1,義力營造,例行賽,0,1,0,0,0,4,0,0,0,11,16,44
企20,2024-10-26 18:00:00,臺北鯨華,義力營造,14 - 46,30.43,0 - 3,0.0,0 - 15,0.0,10 - 26,38.46,10 - 17,58.82,0 - 0,0.0,14,59,林良黛,1,臺北鯨華,例行賽,14,46,0,3,0,15,10,26,10,17,0,0
企20,2024-10-26 18:00:00,義力營造,臺北鯨華,0 - 2,0.0,0 - 1,0.0,0 - 3,0.0,0 - 0,0.0,1 - 10,10.0,15 - 41,36.59,0,146,江辰翊,1,義力營造,例行賽,0,2,0,1,0,3,0,0,1,10,15,41
企20,2024-10-27 17:00:00,臺北鯨華,義力營造,8 - 30,26.67,1 - 3,33.33,0 - 22,0.0,9 - 21,42.86,7 - 14,50.0,0 - 0,0.0,9,59,林良黛,1,臺北鯨華,例行賽,8,30,1,3,0,22,9,21,7,14,0,0
企20,2024-10-27 17:00:00,義力營造,臺北鯨華,0 - 1,0.0,0 - 0,0.0,1 - 8,12.5,0 - 0,0.0,1 - 12,8.33,12 - 86,13.95,1,146,江辰翊,1,義力營造,例行賽,0,1,0,0,1,8,0,0,1,12,12,86
企20,2024-11-02 12:00:00,義力營造,新北中纖,1 - 1,100.0,0 - 1,0.0,0 - 5,0.0,0 - 0,0.0,3 - 7,42.86,21 - 36,58.33,1,146,江辰翊,1,義力營造,例行賽,1,1,0,1,0,5,0,0,3,7,21,36
企20,2024-11-02 14:00:00,臺北鯨華,高雄台電,5 - 22,22.73,0 - 5,0.0,0 - 14,0.0,9 - 26,34.62,6 - 23,26.09,0 - 0,0.0,5,59,林良黛,1,臺北鯨華,例行賽,5,22,0,5,0,14,9,26,6,23,0,0
企20,2024-11-02 14:00:00,高雄台電女排,臺北鯨華,10 - 24,41.67,3 - 17,17.65,0 - 21,0.0,2 - 6,33.33,4 - 10,40.0,0 - 0,0.0,13,108,胡曉佩,1,高雄台電,例行賽,10,24,3,17,0,21,2,6,4,10,0,0
企20,2024-11-03 13:00:00,臺北鯨華,高雄台電,10 - 30,33.33,3 - 10,30.0,0 - 15,0.0,20 - 34,58.82,6 - 18,33.33,0 - 0,0.0,13,59,林良黛,1,臺北鯨華,例行賽,10,30,3,10,0,15,20,34,6,18,0,0
企20,2024-11-03 13:00:00,高雄台電女排,臺北鯨華,6 - 21,28.57,0 - 11,0.0,0 - 16,0.0,2 - 2,100.0,0 - 5,0.0,0 - 0,0.0,6,108,胡曉佩,1,高雄台電,例行賽,6,21,0,11,0,16,2,2,0,5,0,0
企20,2024-11-09 18:00:00,義力營造,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 3,0.0,0 - 0,0.0,2 - 7,28.57,7 - 19,36.84,0,146,江辰翊,1,義力營造,例行賽,0,0,0,0,0,3,0,0,2,7,7,19
企20,2024-11-10 17:00:00,義力營造,新北中纖,0 - 1,0.0,1 - 5,20.0,1 - 6,16.67,0 - 0,0.0,7 - 10,70.0,16 - 68,23.53,2,146,江辰翊,1,義力營造,例行賽,0,1,1,5,1,6,0,0,7,10,16,68
企20,2024-11-16 14:00:00,臺北鯨華,義力營造,5 - 17,29.41,1 - 2,50.0,0 - 4,0.0,1 - 13,7.69,0 - 5,0.0,0 - 0,0.0,6,59,林良黛,1,臺北鯨華,例行賽,5,17,1,2,0,4,1,13,0,5,0,0
企20,2024-11-16 14:00:00,義力營造,臺北鯨華,2 - 3,66.67,0 - 1,0.0,0 - 18,0.0,0 - 0,0.0,0 - 16,0.0,25 - 98,25.51,2,146,江辰翊,1,義力營造,例行賽,2,3,0,1,0,18,0,0,0,16,25,98
企20,2024-11-17 13:00:00,臺北鯨華,義力營造,2 - 14,14.29,0 - 2,0.0,2 - 12,16.67,0 - 10,0.0,1 - 10,10.0,0 - 0,0.0,4,59,林良黛,1,臺北鯨華,例行賽,2,14,0,2,2,12,0,10,1,10,0,0
企20,2024-11-17 13:00:00,義力營造,臺北鯨華,1 - 1,100.0,0 - 1,0.0,0 - 13,0.0,0 - 0,0.0,0 - 9,0.0,19 - 78,24.36,1,146,江辰翊,1,義力營造,例行賽,1,1,0,1,0,13,0,0,0,9,19,78
企20,2024-11-23 16:00:00,高雄台電女排,新北中纖,7 - 10,70.0,3 - 20,15.0,1 - 14,7.14,0 - 0,0.0,2 - 5,40.0,0 - 0,0.0,11,108,胡曉佩,1,高雄台電,例行賽,7,10,3,20,1,14,0,0,2,5,0,0
企20,2024-11-24 15:00:00,高雄台電女排,新北中纖,8 - 15,53.33,3 - 14,21.43,1 - 16,6.25,0 - 1,0.0,7 - 10,70.0,0 - 0,0.0,12,108,胡曉佩,1,高雄台電,例行賽,8,15,3,14,1,16,0,1,7,10,0,0
企20,2024-11-30 16:00:00,高雄台電女排,義力營造,11 - 19,57.89,0 - 7,0.0,1 - 18,5.56,0 - 1,0.0,4 - 12,33.33,0 - 0,0.0,12,108,胡曉佩,1,高雄台電,例行賽,11,19,0,7,1,18,0,1,4,12,0,0
企20,2024-11-30 16:00:00,義力營造,高雄台電,0 - 0,0.0,0 - 3,0.0,0 - 4,0.0,0 - 0,0.0,0 - 2,0.0,8 - 44,18.18,0,146,江辰翊,1,義力營造,例行賽,0,0,0,3,0,4,0,0,0,2,8,44
企20,2024-12-01 15:00:00,高雄台電女排,義力營造,2 - 7,28.57,1 - 7,14.29,0 - 6,0.0,0 - 1,0.0,0 - 3,0.0,0 - 0,0.0,3,108,胡曉佩,1,高雄台電,例行賽,2,7,1,7,0,6,0,1,0,3,0,0
企20,2024-12-01 15:00:00,義力營造,高雄台電,0 - 1,0.0,0 - 0,0.0,0 - 5,0.0,0 - 0,0.0,2 - 10,20.0,16 - 42,38.1,0,146,江辰翊,1,義力營造,例行賽,0,1,0,0,0,5,0,0,2,10,16,42
企20,2024-12-07 18:00:00,臺北鯨華,新北中纖,4 - 17,23.53,0 - 3,0.0,0 - 6,0.0,9 - 20,45.0,2 - 6,33.33,0 - 0,0.0,4,59,林良黛,1,臺北鯨華,例行賽,4,17,0,3,0,6,9,20,2,6,0,0
企20,2024-12-08 17:00:00,臺北鯨華,新北中纖,6 - 11,54.55,0 - 1,0.0,0 - 2,0.0,9 - 12,75.0,3 - 8,37.5,0 - 0,0.0,6,59,林良黛,1,臺北鯨華,例行賽,6,11,0,1,0,2,9,12,3,8,0,0
企20,2024-12-14 14:00:00,義力營造,新北中纖,0 - 1,0.0,0 - 1,0.0,0 - 7,0.0,0 - 0,0.0,3 - 10,30.0,23 - 53,43.4,0,146,江辰翊,1,義力營造,例行賽,0,1,0,1,0,7,0,0,3,10,23,53
企20,2024-12-15 13:00:00,義力營造,新北中纖,0 - 1,0.0,0 - 5,0.0,0 - 11,0.0,0 - 0,0.0,6 - 13,46.15,40 - 101,39.6,0,146,江辰翊,1,義力營造,例行賽,0,1,0,5,0,11,0,0,6,13,40,101
企20,2024-12-21 12:00:00,臺北鯨華,義力營造,5 - 13,38.46,0 - 1,0.0,1 - 8,12.5,5 - 16,31.25,1 - 7,14.29,0 - 0,0.0,6,59,林良黛,1,臺北鯨華,例行賽,5,13,0,1,1,8,5,16,1,7,0,0
企20,2024-12-21 12:00:00,義力營造,臺北鯨華,0 - 0,0.0,0 - 0,0.0,0 - 2,0.0,0 - 0,0.0,0 - 4,0.0,2 - 32,6.25,0,146,江辰翊,1,義力營造,例行賽,0,0,0,0,0,2,0,0,0,4,2,32
企20,2024-12-21 18:00:00,高雄台電女排,新北中纖,9 - 17,52.94,3 - 22,13.64,0 - 7,0.0,1 - 2,50.0,2 - 8,25.0,0 - 0,0.0,12,108,胡曉佩,1,高雄台電,例行賽,9,17,3,22,0,7,1,2,2,8,0,0
企20,2024-12-22 15:00:00,高雄台電女排,新北中纖,10 - 22,45.45,1 - 19,5.26,0 - 15,0.0,0 - 1,0.0,3 - 8,37.5,0 - 0,0.0,11,108,胡曉佩,1,高雄台電,例行賽,10,22,1,19,0,15,0,1,3,8,0,0
企20,2024-12-28 18:00:00,臺北鯨華,新北中纖,13 - 42,30.95,1 - 4,25.0,2 - 10,20.0,16 - 23,69.57,2 - 7,28.57,0 - 0,0.0,16,59,林良黛,1,臺北鯨華,例行賽,13,42,1,4,2,10,16,23,2,7,0,0
企20,2024-12-29 17:00:00,臺北鯨華,新北中纖,12 - 30,40.0,1 - 6,16.67,1 - 8,12.5,10 - 21,47.62,5 - 14,35.71,0 - 0,0.0,14,59,林良黛,1,臺北鯨華,例行賽,12,30,1,6,1,8,10,21,5,14,0,0
企20,2025-01-04 14:00:00,高雄台電女排,義力營造,2 - 13,15.38,3 - 12,25.0,0 - 11,0.0,1 - 5,20.0,0 - 7,0.0,0 - 0,0.0,5,108,胡曉佩,1,高雄台電,例行賽,2,13,3,12,0,11,1,5,0,7,0,0
企20,2025-01-04 14:00:00,義力營造,高雄台電,0 - 0,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,1 - 2,50.0,5 - 16,31.25,0,146,江辰翊,1,義力營造,例行賽,0,0,0,0,0,1,0,0,1,2,5,16
企20,2025-01-04 16:00:00,臺北鯨華,新北中纖,10 - 36,27.78,1 - 9,11.11,0 - 7,0.0,15 - 30,50.0,2 - 12,16.67,0 - 0,0.0,11,59,林良黛,1,臺北鯨華,例行賽,10,36,1,9,0,7,15,30,2,12,0,0
企20,2025-01-05 13:00:00,臺北鯨華,高雄台電,10 - 25,40.0,1 - 10,10.0,1 - 15,6.67,10 - 17,58.82,7 - 16,43.75,0 - 0,0.0,12,59,林良黛,1,臺北鯨華,例行賽,10,25,1,10,1,15,10,17,7,16,0,0
企20,2025-01-05 13:00:00,高雄台電女排,臺北鯨華,0 - 14,0.0,3 - 17,17.65,0 - 8,0.0,2 - 4,50.0,0 - 12,0.0,0 - 0,0.0,3,108,胡曉佩,1,高雄台電,例行賽,0,14,3,17,0,8,2,4,0,12,0,0
企20,2025-01-11 16:00:00,高雄台電女排,新北中纖,4 - 9,44.44,0 - 15,0.0,0 - 7,0.0,0 - 0,0.0,0 - 8,0.0,0 - 0,0.0,4,108,胡曉佩,1,高雄台電,例行賽,4,9,0,15,0,7,0,0,0,8,0,0
企20,2025-01-12 15:00:00,臺北鯨華,新北中纖,11 - 46,23.91,0 - 7,0.0,0 - 12,0.0,12 - 28,42.86,0 - 18,0.0,0 - 0,0.0,11,59,林良黛,1,臺北鯨華,例行賽,11,46,0,7,0,12,12,28,0,18,0,0
企20,2025-01-12 17:00:00,高雄台電女排,義力營造,6 - 11,54.55,1 - 7,14.29,2 - 14,14.29,0 - 1,0.0,1 - 5,20.0,0 - 0,0.0,9,108,胡曉佩,1,高雄台電,例行賽,6,11,1,7,2,14,0,1,1,5,0,0
企20,2025-01-12 17:00:00,義力營造,高雄台電,2 - 4,50.0,0 - 2,0.0,0 - 8,0.0,0 - 0,0.0,1 - 10,10.0,9 - 76,11.84,2,146,江辰翊,1,義力營造,例行賽,2,4,0,2,0,8,0,0,1,10,9,76
企20,2025-01-18 16:00:00,臺北鯨華,新北中纖,19 - 57,33.33,2 - 8,25.0,2 - 15,13.33,11 - 17,64.71,9 - 23,39.13,0 - 0,0.0,23,59,林良黛,1,臺北鯨華,例行賽,19,57,2,8,2,15,11,17,9,23,0,0
企20,2025-01-18 18:00:00,高雄台電女排,義力營造,10 - 19,52.63,1 - 18,5.56,2 - 18,11.11,2 - 3,66.67,2 - 8,25.0,0 - 0,0.0,13,108,胡曉佩,1,高雄台電,例行賽,10,19,1,18,2,18,2,3,2,8,0,0
企20,2025-01-18 18:00:00,義力營造,高雄台電,1 - 2,50.0,0 - 0,0.0,1 - 9,11.11,0 - 0,0.0,2 - 6,33.33,13 - 58,22.41,2,146,江辰翊,1,義力營造,例行賽,1,2,0,0,1,9,0,0,2,6,13,58
企20,2025-01-19 15:00:00,臺北鯨華,義力營造,7 - 22,31.82,1 - 3,33.33,1 - 11,9.09,9 - 19,47.37,5 - 13,38.46,0 - 0,0.0,9,59,林良黛,1,臺北鯨華,例行賽,7,22,1,3,1,11,9,19,5,13,0,0
企20,2025-01-19 15:00:00,義力營造,臺北鯨華,0 - 1,0.0,0 - 2,0.0,0 - 4,0.0,0 - 0,0.0,3 - 6,50.0,8 - 36,22.22,0,146,江辰翊,1,義力營造,例行賽,0,1,0,2,0,4,0,0,3,6,8,36
企20,2025-01-19 17:00:00,高雄台電女排,新北中纖,5 - 16,31.25,0 - 10,0.0,1 - 16,6.25,0 - 0,0.0,4 - 8,50.0,0 - 0,0.0,6,108,胡曉佩,1,高雄台電,例行賽,5,16,0,10,1,16,0,0,4,8,0,0
企20,2025-01-25 16:00:00,臺北鯨華,高雄台電,10 - 35,28.57,1 - 15,6.67,0 - 13,0.0,15 - 27,55.56,1 - 17,5.88,0 - 0,0.0,11,59,林良黛,1,臺北鯨華,例行賽,10,35,1,15,0,13,15,27,1,17,0,0
企20,2025-01-25 16:00:00,高雄台電女排,臺北鯨華,8 - 20,40.0,1 - 14,7.14,0 - 14,0.0,0 - 2,0.0,2 - 10,20.0,0 - 0,0.0,9,108,胡曉佩,1,高雄台電,例行賽,8,20,1,14,0,14,0,2,2,10,0,0
企20,2025-01-25 18:00:00,義力營造,新北中纖,0 - 1,0.0,0 - 2,0.0,0 - 4,0.0,0 - 0,0.0,0 - 8,0.0,0 - 43,0.0,0,146,江辰翊,1,義力營造,例行賽,0,1,0,2,0,4,0,0,0,8,0,43
企20,2025-01-26 15:00:00,臺北鯨華,義力營造,10 - 33,30.3,0 - 6,0.0,1 - 18,5.56,10 - 15,66.67,6 - 13,46.15,0 - 0,0.0,11,59,林良黛,1,臺北鯨華,例行賽,10,33,0,6,1,18,10,15,6,13,0,0
企20,2025-01-26 15:00:00,義力營造,臺北鯨華,0 - 1,0.0,0 - 0,0.0,0 - 4,0.0,0 - 0,0.0,3 - 15,20.0,14 - 46,30.43,0,146,江辰翊,1,義力營造,例行賽,0,1,0,0,0,4,0,0,3,15,14,46
企20,2025-01-26 17:00:00,高雄台電女排,新北中纖,4 - 22,18.18,0 - 17,0.0,1 - 23,4.35,0 - 1,0.0,6 - 13,46.15,0 - 0,0.0,5,108,胡曉佩,1,高雄台電,例行賽,4,22,0,17,1,23,0,1,6,13,0,0
企20,2025-02-15 14:00:00,臺北鯨華,高雄台電,11 - 27,40.74,0 - 10,0.0,0 - 18,0.0,8 - 20,40.0,6 - 11,54.55,0 - 0,0.0,11,59,林良黛,1,臺北鯨華,例行賽,11,27,0,10,0,18,8,20,6,11,0,0
企20,2025-02-15 14:00:00,高雄台電女排,臺北鯨華,7 - 21,33.33,2 - 14,14.29,0 - 16,0.0,1 - 3,33.33,2 - 7,28.57,0 - 0,0.0,9,108,胡曉佩,1,高雄台電,例行賽,7,21,2,14,0,16,1,3,2,7,0,0
企20,2025-02-16 13:00:00,臺北鯨華,高雄台電,7 - 25,28.0,0 - 13,0.0,1 - 23,4.35,10 - 28,35.71,3 - 21,14.29,0 - 0,0.0,8,59,林良黛,1,臺北鯨華,例行賽,7,25,0,13,1,23,10,28,3,21,0,0
企20,2025-02-16 13:00:00,高雄台電女排,臺北鯨華,6 - 18,33.33,2 - 16,12.5,1 - 17,5.88,1 - 1,100.0,2 - 7,28.57,0 - 0,0.0,9,108,胡曉佩,1,高雄台電,例行賽,6,18,2,16,1,17,1,1,2,7,0,0
企20,2025-02-22 14:00:00,高雄台電女排,義力營造,6 - 19,31.58,0 - 6,0.0,2 - 11,18.18,1 - 2,50.0,2 - 11,18.18,0 - 0,0.0,8,108,胡曉佩,1,高雄台電,例行賽,6,19,0,6,2,11,1,2,2,11,0,0
企20,2025-02-22 14:00:00,義力營造,高雄台電,2 - 2,100.0,0 - 2,0.0,0 - 10,0.0,0 - 0,0.0,0 - 10,0.0,29 - 92,31.52,2,146,江辰翊,1,義力營造,例行賽,2,2,0,2,0,10,0,0,0,10,29,92
企20,2025-02-23 17:00:00,高雄台電女排,義力營造,6 - 18,33.33,1 - 10,10.0,0 - 17,0.0,1 - 3,33.33,1 - 14,7.14,0 - 0,0.0,7,108,胡曉佩,1,高雄台電,例行賽,6,18,1,10,0,17,1,3,1,14,0,0
企20,2025-02-23 17:00:00,義力營造,高雄台電,0 - 1,0.0,0 - 4,0.0,2 - 19,10.53,0 - 0,0.0,2 - 23,8.7,41 - 147,27.89,2,146,江辰翊,1,義力營造,例行賽,0,1,0,4,2,19,0,0,2,23,41,147
企20,2025-03-08 12:00:00,臺北鯨華,新北中纖,11 - 30,36.67,0 - 6,0.0,2 - 15,13.33,11 - 24,45.83,2 - 8,25.0,0 - 0,0.0,13,59,林良黛,1,臺北鯨華,例行賽,11,30,0,6,2,15,11,24,2,8,0,0
企20,2025-03-08 14:00:00,高雄台電,義力營造,7 - 10,70.0,1 - 13,7.69,2 - 13,15.38,0 - 0,0.0,1 - 5,20.0,0 - 0,0.0,10,108,胡曉佩,1,高雄台電,例行賽,7,10,1,13,2,13,0,0,1,5,0,0
企20,2025-03-08 14:00:00,義力營造,高雄台電,1 - 2,50.0,0 - 1,0.0,0 - 4,0.0,0 - 0,0.0,2 - 9,22.22,22 - 56,39.29,1,146,江辰翊,1,義力營造,例行賽,1,2,0,1,0,4,0,0,2,9,22,56
企21,2025-11-01 13:00:00,義力營造,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 5,0.0,0 - 0,0.0,0 - 0,0.0,2 - 19,10.53,0,146,江辰翊,1,義力營造,例行賽,0,0,0,0,0,5,0,0,0,0,2,19
