季,比賽日期,效力球隊,對手,攻擊,攻擊%,攔網,攔網%,發球,發球%,接發球,接發球%,防守,防守%,舉球,舉球%,得分,player_id,球員姓名,球員背號,球隊,賽事類型,攻擊_成功,攻擊_總數,攔網_成功,攔網_總數,發球_成功,發球_總數,接發球_成功,接發球_總數,防守_成功,防守_總數,舉球_成功,舉球_總數,攻擊_z,攔網_z,發球_z,接發球_z,防守_z,舉球_z,得分_z,max_z,is_anomaly,anomaly_type
企19,2023-12-16 14:00:00,臺北鯨華,極速超跑,8 - 18,44.44,3 - 11,27.27,0 - 17,0.0,0 - 1,0.0,1 - 7,14.29,0 - 0,0.0,11,53,翁梓勻,6,臺北鯨華,例行賽,8,18,3,11,0,17,0,1,1,7,0,0,0.6500230881256807,1.3565683544012261,-0.44826777969037906,-0.33958926631419034,-0.10314557145772586,0.0,2.295577757078191,2.295577757078191,True,exceptional
企19,2023-12-17 13:00:00,臺北鯨華,義力營造,0 - 1,0.0,1 - 2,50.0,0 - 4,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,1,53,翁梓勻,6,臺北鯨華,例行賽,0,1,1,2,0,4,0,0,0,0,0,0,-0.9327312910703941,2.8538676152823457,-0.44826777969037906,-0.33958926631419034,-0.6104567027805662,0.0,-0.6245918278975997,2.8538676152823457,True,exceptional
企19,2024-01-07 13:00:00,臺北鯨華,義力營造,4 - 13,30.77,2 - 5,40.0,0 - 12,0.0,0 - 1,0.0,2 - 9,22.22,0 - 0,0.0,6,53,翁梓勻,6,臺北鯨華,例行賽,4,13,2,5,0,12,0,1,2,9,0,0,0.1631587235079863,2.195134988409878,-0.44826777969037906,-0.33958926631419034,0.17837838035403925,0.0,0.8354929645902958,2.195134988409878,True,exceptional
企19,2024-02-17 16:00:00,臺北鯨華,高雄台電,5 - 17,29.41,0 - 11,0.0,2 - 12,16.67,0 - 1,0.0,3 - 3,100.0,0 - 0,0.0,7,53,翁梓勻,6,臺北鯨華,例行賽,5,17,0,11,2,12,0,1,3,3,0,0,0.1147215957918148,-0.4397955190799935,2.6765371912445763,-0.33958926631419034,2.939656182613698,0.0,1.1275099230878747,2.939656182613698,True,exceptional
企19,2024-03-03 13:00:00,臺北鯨華,高雄台電,3 - 16,18.75,0 - 18,0.0,3 - 15,20.0,0 - 1,0.0,0 - 1,0.0,0 - 0,0.0,6,53,翁梓勻,6,臺北鯨華,例行賽,3,16,0,18,3,15,0,1,0,1,0,0,-0.2649400082187648,-0.4397955190799935,3.3007483821991888,-0.33958926631419034,-0.6104567027805662,0.0,0.8354929645902958,3.3007483821991888,True,exceptional
企19,2024-03-24 15:00:00,臺北鯨華,新北中纖,1 - 10,10.0,2 - 8,25.0,0 - 9,0.0,0 - 0,0.0,2 - 2,100.0,0 - 0,0.0,3,53,翁梓勻,6,臺北鯨華,例行賽,1,10,2,8,0,9,0,0,2,2,0,0,-0.5765759402161917,1.2070360481011762,-0.44826777969037906,-0.33958926631419034,2.939656182613698,0.0,-0.04055791090244153,2.939656182613698,True,exceptional
企19,2024-03-30 16:00:00,臺北鯨華,極速超跑,3 - 5,60.0,1 - 8,12.5,1 - 14,7.14,0 - 0,0.0,1 - 1,100.0,0 - 0,0.0,5,53,翁梓勻,6,臺北鯨華,例行賽,3,5,1,8,1,14,0,0,1,1,0,0,1.2042008140548197,0.38362026451059134,0.8901309901041968,-0.33958926631419034,2.939656182613698,0.0,0.5434760060927166,2.939656182613698,True,exceptional
企19,2024-04-01 16:00:00,臺北鯨華,極速超跑,0 - 5,0.0,0 - 3,0.0,0 - 6,0.0,1 - 1,100.0,1 - 2,50.0,0 - 0,0.0,0,53,翁梓勻,6,臺北鯨華,例行賽,0,5,0,3,0,6,1,1,1,2,0,0,-0.9327312910703941,-0.4397955190799935,-0.44826777969037906,3.1533289014889103,1.1645997399165657,0.0,-0.9166087863951787,3.1533289014889103,True,exceptional
企20,2024-10-26 18:00:00,義力營造,臺北鯨華,20 - 49,40.82,3 - 13,23.08,3 - 23,13.04,22 - 32,68.75,13 - 24,54.17,0 - 0,0.0,26,142,陳品宇,6,義力營造,例行賽,20,49,3,13,3,23,22,32,13,24,0,0,0.8066428026767114,0.426357342022081,0.9772442405887048,0.8149223133061773,1.0005977309218341,0.0,2.111580771176442,2.111580771176442,True,exceptional
企20,2024-10-27 17:00:00,臺北鯨華,義力營造,3 - 8,37.5,2 - 16,12.5,2 - 15,13.33,1 - 2,50.0,3 - 7,42.86,0 - 0,0.0,7,53,翁梓勻,6,臺北鯨華,例行賽,3,8,2,16,2,15,1,2,3,7,0,0,0.4028512746328644,0.38362026451059134,2.0504514922090182,1.40686981758736,0.9111216798994154,0.0,1.1275099230878747,2.0504514922090182,True,exceptional
企20,2024-11-09 18:00:00,義力營造,新北中纖,12 - 32,37.5,2 - 3,66.67,4 - 13,30.77,10 - 22,45.45,2 - 14,14.29,0 - 0,0.0,18,142,陳品宇,6,義力營造,例行賽,12,32,2,3,4,13,10,22,2,14,0,0,0.5722886566089114,2.1448718939412053,3.2245951445039176,-0.16665560016717512,-0.7245650880603736,0.0,1.0149947756350441,3.2245951445039176,True,exceptional
企20,2024-12-15 13:00:00,義力營造,新北中纖,27 - 65,41.54,0 - 8,0.0,0 - 18,0.0,19 - 35,54.29,13 - 27,48.15,0 - 0,0.0,27,142,陳品宇,6,義力營造,例行賽,27,65,0,8,0,18,19,35,13,27,0,0,0.8574665933902101,-0.48356043403420224,-0.6756297462727937,0.20575421764846577,0.74017947188791,0.0,2.248654020619117,2.248654020619117,True,exceptional
企20,2024-12-21 12:00:00,義力營造,臺北鯨華,2 - 12,16.67,0 - 2,0.0,0 - 2,0.0,0 - 7,0.0,0 - 0,0.0,0 - 0,0.0,2,142,陳品宇,6,義力營造,例行賽,2,12,0,2,0,2,0,7,0,0,0,0,-0.8980718441718941,-0.48356043403420224,-0.6756297462727937,-2.081364448551891,-1.342734011913326,0.0,-1.178177215447752,2.081364448551891,True,underperform
企20,2024-12-28 18:00:00,臺北鯨華,新北中纖,3 - 10,30.0,2 - 8,25.0,0 - 11,0.0,3 - 3,100.0,0 - 2,0.0,0 - 0,0.0,5,53,翁梓勻,6,臺北鯨華,例行賽,3,10,2,8,0,11,3,3,0,2,0,0,0.13573476149221272,1.2070360481011762,-0.44826777969037906,3.1533289014889103,-0.6104567027805662,0.0,0.5434760060927166,3.1533289014889103,True,exceptional
企20,2024-12-29 17:00:00,臺北鯨華,新北中纖,5 - 14,35.71,0 - 10,0.0,2 - 16,12.5,0 - 0,0.0,6 - 7,85.71,0 - 0,0.0,7,53,翁梓勻,6,臺北鯨華,例行賽,5,14,0,10,2,16,0,0,6,7,0,0,0.3390994668299622,-0.4397955190799935,1.894867321490601,-0.33958926631419034,2.432345051290857,0.0,1.1275099230878747,2.432345051290857,True,exceptional
企20,2025-01-04 16:00:00,臺北鯨華,新北中纖,2 - 8,25.0,0 - 6,0.0,2 - 8,25.0,1 - 1,100.0,2 - 3,66.67,0 - 0,0.0,4,53,翁梓勻,6,臺北鯨華,例行賽,2,8,0,6,2,8,1,1,2,3,0,0,-0.042342913934888406,-0.4397955190799935,4.238002422671581,3.1533289014889103,1.7564035579117896,0.0,0.25145904759513754,4.238002422671581,True,exceptional
企20,2025-01-19 15:00:00,臺北鯨華,義力營造,1 - 1,100.0,0 - 0,0.0,0 - 2,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,1,53,翁梓勻,6,臺北鯨華,例行賽,1,1,0,0,0,2,0,0,0,1,0,0,2.6288222174716287,-0.4397955190799935,-0.44826777969037906,-0.33958926631419034,-0.6104567027805662,0.0,-0.6245918278975997,2.6288222174716287,True,exceptional
企20,2025-02-15 14:00:00,臺北鯨華,高雄台電,3 - 3,100.0,0 - 0,0.0,0 - 2,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,3,53,翁梓勻,6,臺北鯨華,例行賽,3,3,0,0,0,2,0,0,0,0,0,0,2.6288222174716287,-0.4397955190799935,-0.44826777969037906,-0.33958926631419034,-0.6104567027805662,0.0,-0.04055791090244153,2.6288222174716287,True,exceptional
企20,2025-02-23 17:00:00,義力營造,高雄台電,9 - 15,60.0,1 - 1,100.0,1 - 5,20.0,4 - 8,50.0,5 - 17,29.41,0 - 0,0.0,11,142,陳品宇,6,義力營造,例行賽,9,15,1,1,1,5,4,8,5,17,0,0,2.160532116405749,3.4588909353604396,1.8594530556620203,0.025025923708522347,-0.07049132118447132,0.0,0.05548202953632078,3.4588909353604396,True,exceptional
企21,2025-11-01 15:00:00,臺北鯨華,高雄台電,1 - 1,100.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,1,53,翁梓勻,6,臺北鯨華,例行賽,1,1,0,0,0,0,0,0,0,0,0,0,2.6288222174716287,-0.4397955190799935,-0.44826777969037906,-0.33958926631419034,-0.6104567027805662,0.0,-0.6245918278975997,2.6288222174716287,True,exceptional
企21,2025-11-22 14:00:00,臺北鯨華,高雄台電,0 - 3,0.0,0 - 2,0.0,0 - 2,0.0,1 - 1,100.0,0 - 0,0.0,0 - 0,0.0,0,53,翁梓勻,6,臺北鯨華,例行賽,0,3,0,2,0,2,1,1,0,0,0,0,-0.9327312910703941,-0.4397955190799935,-0.44826777969037906,3.1533289014889103,-0.6104567027805662,0.0,-0.9166087863951787,3.1533289014889103,True,exceptional
企21,2025-11-30 17:00:00,新北中纖,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,1 - 2,50.0,0 - 0,0.0,0,214,劉映彤,6,新北中纖,例行賽,0,0,0,0,0,1,0,0,1,2,0,0,0.0,0.0,-0.2581988897471611,-0.5209695417765778,2.808399282666009,0.0,-0.2581988897471611,2.808399282666009,True,exceptional
企21,2025-12-06 14:00:00,新北中纖,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 2,0.0,1 - 1,100.0,0 - 0,0.0,0 - 0,0.0,0,214,劉映彤,6,新北中纖,例行賽,0,0,0,0,0,2,1,1,0,0,0,0,0.0,0.0,-0.2581988897471611,2.8281682144693696,-0.4487480444088618,0.0,-0.2581988897471611,2.8281682144693696,True,exceptional
企21,2025-12-21 15:00:00,義力營造,臺北鯨華,7 - 23,30.43,1 - 1,100.0,1 - 6,16.67,4 - 6,66.67,7 - 12,58.33,0 - 0,0.0,9,142,陳品宇,6,義力營造,例行賽,7,23,1,1,1,6,4,6,7,12,0,0,0.07322726724163839,3.4588909353604396,1.437361769139874,0.7272964738201442,1.1805545345067383,0.0,-0.21866446934902872,3.4588909353604396,True,exceptional
企21,2025-12-28 13:00:00,新北中纖,義力營造,0 - 0,0.0,0 - 0,0.0,1 - 5,20.0,1 - 3,33.33,1 - 5,20.0,0 - 0,0.0,1,214,劉映彤,6,新北中纖,例行賽,0,0,0,0,1,5,1,3,1,5,0,0,0.0,0.0,3.614784456460256,0.5952980723801964,0.8541108864210865,0.0,3.6147844564602556,3.614784456460256,True,exceptional
企21,2026-01-17 16:00:00,臺北鯨華,義力營造,0 - 1,0.0,1 - 1,100.0,0 - 1,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,1,53,翁梓勻,6,臺北鯨華,例行賽,0,1,1,1,0,1,0,0,0,0,0,0,-0.9327312910703941,6.147530749644685,-0.44826777969037906,-0.33958926631419034,-0.6104567027805662,0.0,-0.6245918278975997,6.147530749644685,True,exceptional
企21,2026-01-18 15:00:00,臺北鯨華,高雄台電,1 - 1,100.0,0 - 1,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,1,53,翁梓勻,6,臺北鯨華,例行賽,1,1,0,1,0,0,0,0,0,0,0,0,2.6288222174716287,-0.4397955190799935,-0.44826777969037906,-0.33958926631419034,-0.6104567027805662,0.0,-0.6245918278975997,2.6288222174716287,True,exceptional
企21,2026-01-24 14:00:00,義力營造,新北中纖,0 - 0,0.0,0 - 0,0.0,1 - 4,25.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,1,142,陳品宇,6,義力營造,例行賽,0,0,0,0,1,4,0,0,0,0,0,0,-2.074783776385818,-0.48356043403420224,2.493223756145724,-2.081364448551891,-1.342734011913326,0.0,-1.3152504648904266,2.493223756145724,True,underperform
企21,2026-01-24 16:00:00,臺北鯨華,高雄台電,1 - 3,33.33,0 - 2,0.0,0 - 4,0.0,1 - 1,100.0,0 - 0,0.0,0 - 0,0.0,1,53,翁梓勻,6,臺北鯨華,例行賽,1,3,0,2,0,4,1,1,0,0,0,0,0.254334493326662,-0.4397955190799935,-0.44826777969037906,3.1533289014889103,-0.6104567027805662,0.0,-0.6245918278975997,3.1533289014889103,True,exceptional
企21,2026-01-25 15:00:00,義力營造,高雄台電,0 - 0,0.0,0 - 0,0.0,0 - 2,0.0,1 - 2,50.0,0 - 1,0.0,0 - 0,0.0,0,142,陳品宇,6,義力營造,例行賽,0,0,0,0,0,2,1,2,0,1,0,0,-2.074783776385818,-0.48356043403420224,-0.6756297462727937,0.025025923708522347,-1.342734011913326,0.0,-1.4523237143331016,2.074783776385818,True,underperform
企21,2026-01-31 14:00:00,義力營造,高雄台電,0 - 0,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,0,142,陳品宇,6,義力營造,例行賽,0,0,0,0,0,1,0,0,0,1,0,0,-2.074783776385818,-0.48356043403420224,-0.6756297462727937,-2.081364448551891,-1.342734011913326,0.0,-1.4523237143331016,2.081364448551891,True,underperform
企21,2026-02-01 13:00:00,義力營造,高雄台電,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,142,陳品宇,6,義力營造,例行賽,0,0,0,0,0,0,0,0,0,0,0,0,-2.074783776385818,-0.48356043403420224,-0.6756297462727937,-2.081364448551891,-1.342734011913326,0.0,-1.4523237143331016,2.081364448551891,True,underperform
企17,2021-12-25 14:00:00,極速超跑,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,177,林書荷,7,臺北鯨華,例行賽,0,0,0,0,0,0,0,0,0,0,0,0,-3.106632648716542,-0.8982923077211283,-0.6963699579361914,-1.9721626365626954,-1.4548823158405704,0.0,-2.3708111625433363,3.106632648716542,True,underperform
企17,2021-12-26 13:00:00,極速超跑,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,177,林書荷,7,臺北鯨華,例行賽,0,0,0,0,0,0,0,0,0,0,0,0,-3.106632648716542,-0.8982923077211283,-0.6963699579361914,-1.9721626365626954,-1.4548823158405704,0.0,-2.3708111625433363,3.106632648716542,True,underperform
企17,2022-01-15 14:00:00,極速超跑,臺北鯨華,26 - 53,49.06,2 - 15,13.33,0 - 17,0.0,10 - 59,16.95,2 - 31,6.45,0 - 0,0.0,28,177,林書荷,7,臺北鯨華,例行賽,26,53,2,15,0,17,10,59,2,31,0,0,1.2069394288270803,-0.30199028250011617,-0.6963699579361914,-1.219024409119565,-1.1569622411825444,0.0,2.222001332084125,2.222001332084125,True,exceptional
企17,2022-01-23 17:00:00,極速超跑,新北中纖,12 - 28,42.86,2 - 12,16.67,3 - 12,25.0,4 - 18,22.22,4 - 23,17.39,0 - 0,0.0,17,177,林書荷,7,臺北鯨華,例行賽,12,28,2,12,3,12,4,18,4,23,0,0,0.6618080207396267,-0.15257927242973499,3.3006409724888224,-0.9848628481387216,-0.6516528432354431,0.0,0.417682137766194,3.3006409724888224,True,exceptional
企17,2022-02-19 18:00:00,高雄台電,義力營造,6 - 12,50.0,0 - 11,0.0,1 - 7,14.29,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,7,37,黃芯瑜,7,高雄台電,例行賽,6,12,0,11,1,7,0,0,0,1,0,0,0.8191920464006646,-0.8737604973346552,2.244897685602808,-0.49389845449950853,-0.5931040396860031,0.0,0.02599528228435931,2.244897685602808,True,exceptional
企17,2022-02-26 14:00:00,高雄台電,新北中纖,16 - 26,61.54,3 - 21,14.29,0 - 16,0.0,0 - 0,0.0,0 - 7,0.0,0 - 0,0.0,19,37,黃芯瑜,7,高雄台電,例行賽,16,26,3,21,0,16,0,0,0,7,0,0,1.3669263185219773,-0.07583836532134867,-0.5094130184078003,-0.49389845449950853,-0.5931040396860031,0.0,2.209598994170535,2.209598994170535,True,exceptional
企17,2022-03-05 14:00:00,高雄台電,義力營造,5 - 10,50.0,1 - 10,10.0,1 - 8,12.5,0 - 0,0.0,2 - 3,66.67,0 - 1,0.0,7,37,黃芯瑜,7,高雄台電,例行賽,5,10,1,10,1,8,0,0,2,3,0,1,0.8191920464006646,-0.3153825183190453,1.899886057878596,-0.49389845449950853,2.129619686290384,0.0,0.02599528228435931,2.129619686290384,True,exceptional
企17,2022-03-06 11:00:00,極速超跑,義力營造,13 - 32,40.63,0 - 2,0.0,3 - 13,23.08,19 - 23,82.61,6 - 16,37.5,0 - 4,0.0,16,177,林書荷,7,臺北鯨華,例行賽,13,32,0,2,3,13,19,23,6,16,0,4,0.46573656266946234,-0.8982923077211283,2.993670533032181,1.6984420223799006,0.2772111414735336,0.0,0.2536531201009275,2.993670533032181,True,exceptional
企17,2022-03-19 16:00:00,極速超跑,臺北鯨華,5 - 18,27.78,0 - 4,0.0,0 - 2,0.0,3 - 3,100.0,0 - 7,0.0,0 - 0,0.0,5,177,林書荷,7,臺北鯨華,例行賽,5,18,0,4,0,2,3,3,0,7,0,0,-0.6640922428021143,-0.8982923077211283,-0.6963699579361914,2.4711307406829115,-1.4548823158405704,0.0,-1.5506660742170038,2.4711307406829115,True,exceptional
企18,2022-12-04 13:00:00,高雄台電,新北中纖,4 - 14,28.57,3 - 21,14.29,1 - 18,5.56,1 - 1,100.0,3 - 7,42.86,0 - 0,0.0,8,37,黃芯瑜,7,高雄台電,例行賽,4,14,3,21,1,18,1,1,3,7,0,0,-0.19796093900312484,-0.07583836532134867,0.5622432107243888,2.8195431808031133,1.1572475261659232,0.0,0.20796225827487397,2.8195431808031133,True,exceptional
企18,2022-12-10 16:00:00,高雄台電,臺北鯨華,2 - 10,20.0,1 - 8,12.5,0 - 7,0.0,0 - 0,0.0,2 - 3,66.67,0 - 0,0.0,3,37,黃芯瑜,7,高雄台電,例行賽,2,10,1,8,0,7,0,0,2,3,0,0,-0.6047272052145329,-0.1757880235651428,-0.5094130184078003,-0.49389845449950853,2.129619686290384,0.0,-0.7018726216776994,2.129619686290384,True,exceptional
企18,2022-12-17 14:00:00,臺北鯨華,義力營造,7 - 15,46.67,0 - 4,0.0,2 - 11,18.18,7 - 10,70.0,0 - 3,0.0,0 - 0,0.0,9,177,林書荷,7,臺北鯨華,例行賽,7,15,0,4,2,11,7,10,0,3,0,0,0.9968000634514328,-0.8982923077211283,2.2102563906688784,1.1381427275092295,-1.4548823158405704,0.0,-0.8945500035559378,2.2102563906688784,True,exceptional
企18,2022-12-18 15:00:00,高雄台電,義力營造,3 - 5,60.0,0 - 2,0.0,0 - 8,0.0,0 - 0,0.0,2 - 2,100.0,0 - 0,0.0,3,37,黃芯瑜,7,高雄台電,例行賽,3,5,0,2,0,8,0,0,2,2,0,0,1.2938317969390638,-0.8737604973346552,-0.5094130184078003,-0.49389845449950853,3.4907773552088326,0.0,-0.7018726216776994,3.4907773552088326,True,exceptional
企18,2023-01-14 18:00:00,高雄台電,臺北鯨華,9 - 18,50.0,1 - 13,7.69,0 - 9,0.0,1 - 1,100.0,1 - 3,33.33,0 - 0,0.0,10,37,黃芯瑜,7,高雄台電,例行賽,9,18,1,13,0,9,1,1,1,3,0,0,0.8191920464006646,-0.44436783147165115,-0.5094130184078003,2.8195431808031133,0.7680536292324455,0.0,0.5718962102559033,2.8195431808031133,True,exceptional
企18,2023-02-05 13:00:00,高雄台電,極速超跑,12 - 22,54.55,5 - 16,31.25,1 - 14,7.14,2 - 2,100.0,1 - 6,16.67,0 - 0,0.0,18,37,黃芯瑜,7,高雄台電,例行賽,12,22,5,16,1,14,2,2,1,6,0,0,1.035153132895636,0.8711706870891257,0.8667786139669893,2.8195431808031133,0.08767898884296599,0.0,2.0276320181800207,2.8195431808031133,True,exceptional
企18,2023-03-18 16:00:00,高雄台電女排,臺北鯨華,3 - 17,17.65,1 - 6,16.67,0 - 10,0.0,1 - 1,100.0,0 - 6,0.0,0 - 0,0.0,4,37,黃芯瑜,7,高雄台電,例行賽,3,17,1,6,0,10,1,1,0,6,0,0,-0.7162675465910568,0.05705559368436662,-0.5094130184078003,2.8195431808031133,-0.5931040396860031,0.0,-0.5199056456871847,2.8195431808031133,True,exceptional
企18,2023-03-25 16:00:00,挑戰賽2,挑戰賽1,6 - 16,37.5,2 - 23,8.7,0 - 11,0.0,2 - 3,66.67,1 - 1,100.0,0 - 0,0.0,8,37,黃芯瑜,7,高雄台電,季後賽,6,16,2,23,0,11,2,3,1,1,0,0,0.22589235822766562,-0.3879716555910746,-0.5094130184078003,1.7151730837567496,3.4907773552088326,0.0,0.20796225827487397,3.4907773552088326,True,exceptional
企19,2023-10-14 15:00:00,高雄台電女排,臺北鯨華,15 - 35,42.86,5 - 19,26.32,0 - 12,0.0,0 - 2,0.0,0 - 6,0.0,0 - 0,0.0,20,37,黃芯瑜,7,高雄台電,例行賽,15,35,5,19,0,12,0,2,0,6,0,0,0.48029926451624755,0.59589034343443,-0.5094130184078003,-0.49389845449950853,-0.5931040396860031,0.0,2.3915659701610497,2.3915659701610497,True,exceptional
企19,2023-11-04 16:00:00,臺北鯨華,新北中纖,10 - 30,33.33,2 - 4,50.0,3 - 16,18.75,10 - 28,35.71,6 - 16,37.5,0 - 0,0.0,15,177,林書荷,7,臺北鯨華,例行賽,10,30,2,4,3,16,10,28,6,16,0,0,-0.1761117081431846,1.3383994597995474,2.3013882398825687,-0.3854625715482891,0.2772111414735336,0.0,0.08962410243566105,2.3013882398825687,True,exceptional
企19,2023-11-04 18:00:00,高雄台電女排,義力營造,2 - 4,50.0,0 - 4,0.0,1 - 6,16.67,0 - 0,0.0,1 - 2,50.0,0 - 0,0.0,3,37,黃芯瑜,7,高雄台電,例行賽,2,4,0,4,1,6,0,0,1,2,0,0,0.8191920464006646,-0.8737604973346552,2.7036282297277383,-0.49389845449950853,1.4488366577614147,0.0,-0.7018726216776994,2.7036282297277383,True,exceptional
企19,2023-11-11 16:00:00,高雄台電女排,新北中纖,7 - 18,38.89,4 - 11,36.36,1 - 7,14.29,0 - 0,0.0,3 - 9,33.33,0 - 0,0.0,12,37,黃芯瑜,7,高雄台電,例行賽,7,18,4,11,1,7,0,0,3,9,0,0,0.29186728355250313,1.1565018343661024,2.244897685602808,-0.49389845449950853,0.7680536292324455,0.0,0.9358301622369326,2.244897685602808,True,exceptional
企19,2023-11-12 13:00:00,高雄台電女排,臺北鯨華,5 - 20,25.0,2 - 11,18.18,1 - 11,9.09,0 - 1,0.0,2 - 3,66.67,0 - 0,0.0,8,37,黃芯瑜,7,高雄台電,例行賽,5,20,2,11,1,11,0,1,2,3,0,0,-0.36740732994533337,0.1413706685157236,1.242629269867667,-0.49389845449950853,2.129619686290384,0.0,0.20796225827487397,2.129619686290384,True,exceptional
企19,2023-11-19 15:00:00,高雄台電女排,極速超跑,13 - 25,52.0,4 - 19,21.05,1 - 18,5.56,2 - 4,50.0,4 - 10,40.0,0 - 0,0.0,18,37,黃芯瑜,7,高雄台電,例行賽,13,25,4,19,1,18,2,4,4,10,0,0,0.9141199965083444,0.3016251484932037,0.5622432107243888,1.1628223631518024,1.040448518271931,0.0,2.0276320181800207,2.0276320181800207,True,exceptional
企19,2023-11-25 16:00:00,臺北鯨華,高雄台電,24 - 58,41.38,2 - 7,28.57,1 - 19,5.26,12 - 18,66.67,11 - 32,34.38,0 - 0,0.0,27,177,林書荷,7,臺北鯨華,例行賽,24,58,2,7,1,19,12,18,11,32,0,0,0.5316798781639124,0.37975336824018574,0.14460114182523148,0.9901810580469509,0.13310096582500028,0.0,2.057972314418859,2.057972314418859,True,exceptional
企19,2023-12-09 18:00:00,高雄台電女排,義力營造,4 - 5,80.0,0 - 1,0.0,0 - 3,0.0,0 - 0,0.0,1 - 2,50.0,0 - 0,0.0,4,37,黃芯瑜,7,高雄台電,例行賽,4,5,0,1,0,3,0,0,1,2,0,0,2.243111298015862,-0.8737604973346552,-0.5094130184078003,-0.49389845449950853,1.4488366577614147,0.0,-0.5199056456871847,2.243111298015862,True,exceptional
企19,2023-12-10 17:00:00,高雄台電女排,義力營造,4 - 5,80.0,1 - 3,33.33,0 - 2,0.0,0 - 0,0.0,1 - 2,50.0,0 - 0,0.0,5,37,黃芯瑜,7,高雄台電,例行賽,4,5,1,3,0,2,0,0,1,2,0,0,2.243111298015862,0.9873133067243726,-0.5094130184078003,-0.49389845449950853,1.4488366577614147,0.0,-0.33793866969667,2.243111298015862,True,exceptional
企19,2024-01-07 13:00:00,臺北鯨華,義力營造,14 - 33,42.42,1 - 7,14.29,3 - 10,30.0,11 - 17,64.71,6 - 14,42.86,0 - 0,0.0,18,177,林書荷,7,臺北鯨華,例行賽,14,33,1,7,3,10,11,17,6,14,0,0,0.6231212756495496,-0.25904580056371923,4.1000431585738255,0.9030925078529366,0.5247850329722962,0.0,0.5817111554314605,4.1000431585738255,True,exceptional
企19,2024-02-18 15:00:00,臺北鯨華,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,177,林書荷,7,臺北鯨華,例行賽,0,0,0,0,0,0,0,0,0,0,0,0,-3.106632648716542,-0.8982923077211283,-0.6963699579361914,-1.9721626365626954,-1.4548823158405704,0.0,-2.3708111625433363,3.106632648716542,True,underperform
企19,2024-03-24 15:00:00,臺北鯨華,新北中纖,20 - 49,40.82,0 - 7,0.0,1 - 25,4.0,2 - 5,40.0,21 - 27,77.78,0 - 1,0.0,21,177,林書荷,7,臺北鯨華,例行賽,20,49,0,7,1,25,2,5,21,27,0,1,0.4824422025947228,-0.8982923077211283,-0.056848209068189194,-0.1948452856644526,2.13771046042319,0.0,1.07379820842726,2.13771046042319,True,exceptional
企20,2024-11-02 12:00:00,義力營造,新北中纖,0 - 4,0.0,0 - 1,0.0,1 - 5,20.0,0 - 0,0.0,1 - 1,100.0,0 - 0,0.0,1,143,吳紫華,7,義力營造,例行賽,0,4,0,1,1,5,0,0,1,1,0,0,-1.6126951296695646,-0.5088796523952323,1.4933601408732047,-0.44950213263347333,2.67681771804327,0.0,-1.1743640714321963,2.67681771804327,True,exceptional
企20,2024-12-15 13:00:00,義力營造,新北中纖,4 - 11,36.36,2 - 9,22.22,0 - 8,0.0,0 - 0,0.0,2 - 2,100.0,0 - 0,0.0,6,143,吳紫華,7,義力營造,例行賽,4,11,2,9,0,8,0,0,2,2,0,0,0.16114754908640364,0.39009846327209796,-0.7380713093304193,-0.44950213263347333,2.67681771804327,0.0,-0.11115380099975516,2.67681771804327,True,exceptional
企20,2025-02-23 17:00:00,義力營造,高雄台電,6 - 15,40.0,1 - 4,25.0,0 - 7,0.0,1 - 1,100.0,0 - 3,0.0,0 - 0,0.0,7,143,吳紫華,7,義力營造,例行賽,6,15,1,4,0,7,1,1,0,3,0,0,0.3387269591708845,0.5025718728830421,-0.7380713093304193,2.3759398439197876,-0.6932062765404234,0.0,0.10148825308673307,2.3759398439197876,True,exceptional
